,y_true,train?,human_count_0,human_count_1,human_count_2,human_count_3,human_count_4,human_count_5,human_count_6,human_count_7,human_count_8,human_count_9,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,mean_rt,median_rt,std_rt,Median Reaction Time (s),actual,pred
455,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,1.0652464510485515e-07,8.282309522655852e-07,2.131146175088361e-07,1.1535478279256495e-06,1.637557943467982e-06,2.9114416975062336e-06,0.9999773502349854,1.4653945072495844e-05,1.4666555614439858e-07,9.140565566667649e-07,1326.6274509803925,1151.0,522.1370686241041,1151.0,3,6
456,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999544620513916,2.5564404495526105e-06,7.834787538740784e-06,1.1153536433994304e-05,3.554282329787384e-06,2.8112426662119097e-06,1.5626893627995742e-06,3.0242892989917887e-06,8.75689056556439e-06,4.3464292502903845e-06,1730.46,1493.5,698.4716320770133,1493.5,0,0
457,1.0,1.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.262459500139812e-05,0.9999614953994752,7.14502803589312e-08,1.2077213114025651e-06,1.0291769285686314e-06,1.9324361346662045e-06,1.1562880899873562e-05,4.889063234259082e-07,2.285250047862064e-06,7.445286428264807e-06,1620.156862745098,1472.0,576.6224543858492,1472.0,1,1
458,2.0,1.0,5.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8108041078667156e-05,1.5789639746799369e-06,0.9999390840530396,7.665090379305184e-06,2.4095779735944242e-06,3.895700956491055e-06,1.1578665180422833e-05,4.81916777061997e-06,1.0880147982561539e-07,7.993607482603694e-07,1791.470588235294,1389.0,971.5651157373073,1389.0,2,2
459,3.0,1.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,3.855625891446834e-06,7.153651182534304e-08,2.04567840000891e-07,0.9999852180480956,1.4419986200664425e-06,7.006936812103958e-06,1.3550056792155372e-06,6.315619884844637e-07,6.599347557312285e-08,1.42001667313707e-07,1533.7254901960785,1284.0,730.7401474787426,1284.0,3,3
460,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,4.7154635467450134e-06,1.2156324373790994e-05,2.6952925509249334e-06,6.1592036217916765e-06,8.060777645368944e-07,1.2611600368472864e-06,1.2538907867565285e-05,4.8833658183866655e-06,0.9999526739120485,1.98151155927917e-06,1700.0,1519.0,571.6957232654447,1519.0,8,8
461,9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.005482259672135115,0.001674313098192215,1.7997041368289501e-06,0.00012314597552176565,1.0153421499126123e-05,2.2499081751448106e-05,3.541445892096817e-07,7.91380625742022e-06,6.41856729544088e-07,0.992676854133606,1892.86,1601.5,858.9744480768794,1601.5,9,9
462,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,3.6173094031255455e-06,3.314308742119465e-06,1.8418366380501545e-05,1.1649050293272012e-06,2.495963826731895e-06,6.540441859215207e-07,0.9999679327011108,3.392858047845948e-07,1.355488961962692e-06,5.894764285585552e-07,1846.666666666667,1502.0,1383.8030736584835,1502.0,6,6
463,4.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,1.0,0.0,0.0,0.00034087826497852797,7.136619842640358e-06,1.3998558188177412e-06,4.0581820940133184e-05,0.9994698166847228,2.6567193344817497e-05,1.1239631021453531e-06,6.647130794590339e-05,8.925829206418712e-06,3.710363307618536e-05,1912.0784313725487,1660.0,820.4397563048068,1660.0,4,4
464,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,7.673194772905846e-07,7.459629614459117e-06,3.154254670789669e-07,2.8827175810874905e-06,1.2188880646135655e-05,2.813754463204532e-06,2.19679850488319e-06,0.9999673366546632,1.99972532755055e-06,2.0290751763241133e-06,1717.156862745098,1521.0,752.3319579161588,1521.0,7,7
465,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,1.3114051398588346e-05,3.1011250030132938e-06,5.745965268033615e-07,3.104808854459406e-08,2.3653053631278453e-06,3.824339955826872e-07,1.0735875122236396e-07,0.9999797344207764,3.596782960357814e-07,1.5622140381310595e-07,1628.6923076923074,1395.5,794.5055568966577,1395.5,7,7
466,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.1719749636540655e-05,1.123894207921694e-06,1.3094265227664434e-07,3.055566537568666e-07,4.367733907884032e-08,1.2747072730689984e-07,7.677683555584736e-08,2.7151460813001904e-07,1.2363997825559636e-07,0.999986171722412,1556.26,1454.0,495.1195613182738,1454.0,9,9
467,3.0,1.0,0.0,0.0,10.0,36.0,1.0,8.0,0.0,0.0,0.0,0.0,1.3961151807961871e-06,8.096702686088975e-07,1.5340127674789983e-06,0.9997255206108092,1.2022984265058767e-05,0.0002360166545258835,1.4424816072278185e-05,5.815903932671063e-06,1.8696698589337761e-06,5.595604193331383e-07,3387.690909090909,1928.0,3290.7780678104828,1928.0,3,3
468,5.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,4.672612590184144e-07,2.804472671869007e-07,1.985198423426482e-06,6.287102678470546e-06,1.2218843039590863e-06,0.9999862909317015,6.263675800255443e-07,1.35946493173833e-06,1.0034145816462114e-06,5.26151666235819e-07,1484.8846153846155,1348.5,611.2515176242008,1348.5,5,5
469,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999128580093384,1.0445687621540856e-06,3.3098681342380587e-06,3.404550079721957e-05,2.7970513656327967e-06,5.387264081946341e-06,2.5491110591246984e-06,1.0735669093264733e-05,1.066631853063882e-06,2.628615584399085e-05,1993.7,1744.0,959.3234701643463,1744.0,0,0
470,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.3356689976262714e-07,6.357216079777572e-06,6.377993599926415e-07,1.3109414567225029e-06,4.026084923225426e-07,9.162246783489536e-07,4.2603693373166607e-07,3.9646789673497546e-07,2.303245764778694e-06,0.9999871253967284,1828.34,1574.5,1156.404695950482,1574.5,9,9
471,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,0.0,3.9148035284597435e-06,7.643432581971865e-06,1.1334876717228326e-06,7.921461246951368e-07,2.5335093596368097e-06,1.8161289290219437e-06,4.584272573993077e-06,0.999970555305481,2.2305280253931406e-06,4.778920356329763e-06,1483.4,1324.0,512.7732123921245,1324.0,7,7
472,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0339252185076475e-05,1.341861661785515e-05,1.5852626802370646e-06,2.950879434138187e-06,3.2117143291543462e-06,1.19808976251079e-06,4.856909754380467e-07,3.162310349580366e-06,2.0448626401048386e-06,0.9999616146087646,1474.7692307692307,1259.0,722.0032484687288,1259.0,9,9
473,3.0,1.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,4.410196197568439e-05,7.237767931655981e-07,5.6806729844538495e-06,0.9999063014984132,1.5728115613455884e-05,2.0569981643348e-05,3.0968808459874712e-06,1.2539288718471649e-06,1.522864067737828e-06,1.0399699021945707e-06,1501.1960784313724,1370.0,486.40181001340216,1370.0,3,3
474,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.1463629334684808e-06,2.326544290554011e-07,2.7129698310091054e-07,9.186102033709176e-06,4.000140449988976e-07,1.896303160719981e-06,2.659499216406402e-07,7.224995215437956e-07,1.459149643778801e-06,0.9999843835830688,1595.0196078431372,1478.0,750.6993669957657,1478.0,9,9
475,1.0,1.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4158171047238284e-07,0.9999990463256836,3.9280223518289865e-08,8.316765587323974e-08,7.856363026803592e-08,4.2591057791696585e-08,1.1542099720429633e-08,1.1725135529161436e-08,2.3665286619234394e-08,3.191123028045695e-07,1454.450980392157,1264.0,613.7749852747502,1264.0,1,1
476,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,9.806527714317779e-07,1.8258788259117862e-06,1.258800125469861e-06,3.567904741430539e-06,7.011906291154446e-07,2.683105549294851e-06,2.2812494080426404e-06,1.616664349057828e-06,0.9999746084213256,1.0423729690955952e-05,1999.4901960784314,1585.0,1303.4078927572752,1585.0,8,8
477,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,2.0075161089039284e-08,2.315861848956047e-07,7.21397057645845e-08,1.0557016594248124e-08,1.0048385234995293e-07,1.6698441740459202e-08,2.276440511650435e-07,8.694593134350724e-08,0.9999990463256836,1.375035907358324e-07,1541.529411764706,1308.0,713.1766780522531,1308.0,8,8
478,3.0,1.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,6.894857733641402e-07,8.166193765646312e-08,1.4411193660635038e-06,0.9999914169311525,1.3668538656474993e-07,2.427869503662805e-06,1.9010677760888939e-06,1.5699142750236206e-06,2.1346036760405696e-07,1.4374631973623764e-07,1654.0588235294117,1391.0,923.5384001061287,1391.0,3,3
479,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,1.0,2.6181212433584733e-06,8.26893483463209e-07,1.2830538480557152e-06,3.2738157642597802e-06,4.261501089786178e-06,2.8964018383703664e-06,2.413676156720612e-07,0.9999842643737792,1.2944340710419053e-07,1.7301498189681294e-07,1857.94,1486.0,1262.8218225506732,1486.0,7,7
480,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,3.8193076079551247e-07,3.544910214259289e-07,2.459468532833853e-06,2.821513135131681e-06,6.956335596441932e-07,4.085230102646165e-06,0.999970555305481,2.882647322621778e-06,1.5490126315853562e-05,2.3005853222457517e-07,1584.0,1401.0,1041.7399646006454,1401.0,6,6
481,4.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,4.860121407546103e-07,6.868696686979092e-07,3.202789230272174e-06,6.268995775826625e-07,0.9999865293502808,4.973845989297844e-06,5.018603133066789e-07,1.0898999107666896e-06,1.709901539470593e-06,1.9219136504489145e-07,1700.6274509803925,1518.0,859.1420595171512,1518.0,4,4
482,6.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,46.0,0.0,0.0,0.0,4.980196308679297e-07,4.1525942151565687e-07,5.750091077061371e-05,4.813410851056688e-05,4.5644748752238236e-05,3.890440439136e-06,0.9998390674591064,2.936767941719153e-06,8.04422768396762e-07,1.1550681620065006e-06,2513.9615384615386,1851.5,2031.7549736623034,1851.5,6,6
483,1.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7208460191304766e-08,0.9999991655349731,8.84808404322257e-09,5.88605075790838e-09,6.358538140460723e-09,1.9595420042151085e-07,1.0355274859819021e-08,3.4190389186505854e-08,1.7520234507628635e-07,3.470952378847869e-07,1643.76,1491.0,483.74949496361336,1491.0,1,1
484,0.0,1.0,48.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9918135404586792,3.390647862033802e-06,0.008126976899802685,1.2388205504976213e-05,3.773873515910964e-07,3.3591993542358973e-06,1.4790664408792509e-06,1.3367689462029375e-05,1.2733271432807667e-05,1.2365590919216627e-05,1723.0980392156866,1632.0,625.8942803669629,1632.0,0,0
485,1.0,1.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.19677450938616e-06,0.9989386200904846,3.41441341333848e-06,2.85769874608377e-06,1.6786339983809743e-05,7.452293357346207e-05,0.0009457421838305893,2.5195904527208768e-06,2.0305399175413186e-06,8.317175343108829e-06,1717.6923076923074,1526.0,830.8075338915993,1526.0,1,1
486,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,2.1283645423864073e-07,1.3661014008903297e-07,3.3179271667904686e-06,3.3751703654161247e-07,5.580536139859761e-07,5.490221042236954e-07,1.6646212941395788e-07,2.8574547172866005e-07,0.9999929666519164,1.4710806226503337e-06,1529.4615384615383,1345.0,530.2216503422926,1345.0,8,8
487,1.0,1.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.181018205897999e-06,0.9986353516578674,6.71942179906182e-05,0.0009529048693366348,2.18285754272074e-06,0.0002634420525282621,2.312496690137777e-05,1.5381948514914257e-06,8.709735652701055e-07,5.222565960139036e-05,1406.5098039215686,1219.0,594.6721238648746,1219.0,1,1
488,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0009613846777938306,0.0005088788457214832,2.8442577786336187e-06,9.042864803632256e-07,1.8170035218645355e-06,9.710580343380569e-06,3.73665670849732e-06,6.333841611194657e-06,0.9984771609306335,2.731621862039901e-05,1937.2941176470588,1759.0,934.4113718083196,1759.0,8,8
489,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,4.137981704843696e-06,2.18180070987728e-06,1.6797514490463072e-07,2.226526476079016e-06,7.582762577840184e-07,1.8976713533902512e-07,1.696339353429721e-07,0.9999889135360718,4.633729417946597e-07,7.824054364391486e-07,1616.313725490196,1328.0,653.0379924689245,1328.0,7,7
490,2.0,1.0,0.0,0.0,44.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,2.8202532575960512e-06,9.78408365881478e-07,0.9998243451118468,0.00012410634371917695,1.6882679574337092e-06,3.842351725324989e-05,5.567091648117638e-06,1.457002781535266e-06,4.1679228957036685e-07,2.630230824252067e-07,2436.3529411764707,1904.0,1579.1611928302868,1904.0,2,2
491,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.4101804026722675e-06,0.00025641711545176804,3.984132035839138e-06,1.3727394616580568e-05,1.7536929135530952e-06,5.271723694022512e-06,4.0957615965453437e-07,1.600341079210921e-06,1.3565148947236596e-05,0.9997017979621888,2106.491228070176,1660.0,1328.1397318215836,1660.0,9,9
492,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.137929416472616e-06,1.1499471384013304e-06,6.605684887972531e-08,1.2154102932981914e-06,4.602504688477894e-08,3.2237369396170834e-07,2.55736409826568e-08,4.25870030085207e-06,1.4368603729053572e-07,0.999991536140442,2229.627450980392,1327.0,3044.541712381582,1327.0,9,9
493,4.0,1.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,3.0,0.0,0.0,3.4293108797101013e-07,7.039455454105337e-07,4.072467618243536e-06,1.3541091448132647e-07,0.9999905824661256,8.247289997598273e-07,6.24769597834529e-07,2.4974035568448016e-06,1.5132654596072823e-07,1.3105415064273984e-07,2115.2352941176473,1688.0,1177.295826684785,1688.0,4,4
494,6.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,48.0,0.0,0.0,0.0,2.228227458545007e-06,3.802899755100952e-06,9.846588682194124e-07,1.117634610636742e-06,2.784368234642897e-06,6.256804226723034e-06,0.9999810457229614,1.1541155799932312e-06,3.783565887260921e-07,3.6212486520526e-07,1697.3076923076926,1474.5,1230.96686912396,1474.5,6,6
495,1.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6188570953090675e-05,0.9999667406082152,3.4312833463445713e-07,1.3058480874406087e-07,8.720790560801105e-07,2.394942271166656e-07,8.584825081925374e-07,3.3702940527291507e-06,4.6759828364884015e-06,6.7016526372754015e-06,1351.2641509433965,1238.0,408.8232244900457,1238.0,1,1
496,0.0,1.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999922513961792,6.978240776334134e-07,7.965965664880059e-07,3.919417679298931e-07,1.4842938753645285e-06,1.7600556247998611e-06,2.239606686771367e-07,6.205699492056738e-07,1.1413549145800062e-06,6.352717605295766e-07,1455.843137254902,1348.0,534.8767473932296,1348.0,0,0
497,3.0,1.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1594560166704475e-05,4.4069366822441225e-07,1.900457027659285e-05,0.9998936653137208,3.896960697602481e-05,3.0164896998030603e-06,4.635146524378797e-06,1.2680350664595608e-05,3.046872052436811e-07,5.680747108272044e-06,1477.64,1303.5,536.2519115612188,1303.5,3,3
498,2.0,1.0,0.0,0.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.989443808270153e-05,1.1069167840105363e-06,0.9999465942382812,1.6784315448603593e-05,3.3503322356409626e-06,6.677699389001646e-07,9.105660865316167e-06,1.8644028614289711e-06,2.145266790876121e-07,4.468613497010665e-07,1479.833333333333,1263.5,632.5083562726402,1263.5,2,2
499,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,4.199547220196109e-06,3.5611233215604447e-06,2.9920009183115333e-05,3.9113248931244016e-05,9.948200749931856e-05,1.1149677447974682e-05,0.9997926354408264,9.58206146606244e-06,8.474497008137405e-06,1.954869958353811e-06,1450.12,1282.0,516.0979831032721,1282.0,6,6
500,5.0,1.0,0.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,6.554165565830772e-08,3.7832290900041693e-07,3.102570076407573e-07,8.530478226020931e-07,2.3603335819188947e-07,0.9999970197677612,5.721398110836161e-07,2.919956330060813e-07,6.947883690600065e-08,8.082499647343866e-08,1752.5384615384617,1464.0,779.8960328281688,1464.0,5,5
501,4.0,1.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,11.0,0.0,0.0,8.761073786445196e-07,3.591276254155673e-06,3.459024924268306e-07,2.1748749077232787e-06,0.9999881982803344,1.9096419237030204e-06,8.475642516714288e-07,1.5015349390523625e-06,4.815230454369157e-07,9.928652389135097e-08,2851.0961538461547,2158.5,2332.745704097409,2158.5,4,4
502,5.0,1.0,0.0,0.0,2.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,3.493699978207587e-07,3.903219294443261e-06,0.00016297611000481993,1.7918739558808738e-06,9.675340152170976e-06,0.9997757077217102,1.768008769431617e-05,8.439311386609919e-06,1.911928484332748e-05,3.6249792856324353e-07,2096.803571428572,1750.0,1085.1449407947619,1750.0,5,5
503,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.3022658953996142e-06,6.028078587405615e-07,8.858775117914774e-07,6.246771135920426e-06,2.786205470783898e-07,5.169328005649731e-07,2.0026647007398426e-07,1.5710769503129998e-06,3.497198974855565e-07,0.9999860525131226,1485.686274509804,1384.0,470.85078274103273,1384.0,9,9
504,1.0,1.0,0.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0407812826306326e-06,0.999968409538269,9.285457025498543e-08,2.3897669620964734e-07,1.2286935771044227e-06,1.2093784789612982e-05,2.5887368337862426e-07,7.927334991109093e-06,1.7462706409787643e-06,5.9800781855301474e-06,1788.0566037735848,1360.0,1267.1383176138138,1360.0,1,1
505,1.0,1.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.7659164086580859e-07,0.9999477863311768,7.306670113393919e-08,2.2043685021344572e-05,1.4483649124485964e-07,3.9140795706771306e-06,1.9072334680458882e-06,3.8052437503210967e-06,7.1843414843897335e-06,1.2865842109022195e-05,1817.2884615384608,1579.0,799.2476201376054,1579.0,1,1
506,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,5.0179451136500575e-06,7.520804047089768e-06,8.472075023746584e-06,2.5089689188462216e-06,2.640878847159911e-06,4.863118192588446e-06,6.711864898534259e-06,2.71902717940975e-06,0.999953031539917,6.6249067458556965e-06,1577.4230769230774,1351.5,636.8979770595158,1351.5,8,8
507,5.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.00019043190695811066,9.45152532949578e-06,2.8073504836356733e-06,0.3966115415096283,0.0001500613143434748,0.6028833985328674,0.00013208114251028746,1.660876591813576e-06,1.5518035070272166e-05,3.0451772090600566e-06,1611.470588235294,1445.0,647.1066172723373,1445.0,5,5
508,1.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4615147847507617e-06,0.9999798536300659,2.074682328156996e-07,3.539316750789112e-08,7.911244779279515e-07,3.97210953906324e-07,1.0695632113311149e-07,1.5080837556524784e-06,1.2652355508180335e-05,3.023448925887352e-06,1420.32,1268.5,684.9422570627428,1268.5,1,1
509,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999361038208008,2.490536871846416e-06,1.00613779068226e-05,1.6268993476842297e-06,1.3548183233069722e-05,5.658921054418897e-06,6.142202892078785e-06,3.3272824566665804e-06,4.245581294526347e-06,1.6671559933456592e-05,1846.2884615384608,1708.5,715.3329222594016,1708.5,0,0
510,0.0,1.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.999985933303833,7.900348464318084e-08,6.338606972633443e-09,6.910918415314883e-08,5.5544031596355126e-08,5.525493179447948e-06,9.016614654910883e-08,2.3455177711184655e-07,7.65834684557376e-08,7.885091690695845e-06,2945.26,2067.5,3211.7697823944427,2067.5,0,0
511,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0003772565978579223,4.810860991710797e-05,0.0014944997383281589,0.02568911761045456,0.2826291024684906,0.009461929090321064,0.6801718473434448,7.271668437169865e-05,4.3834937969222665e-05,1.1572379662538879e-05,1550.6730769230774,1333.5,1000.9389850585072,1333.5,6,6
512,4.0,1.0,0.0,0.0,0.0,2.0,46.0,2.0,0.0,0.0,0.0,0.0,2.537995169404894e-05,3.1807874165679087e-06,6.301389475993346e-06,1.2022157989122206e-06,0.999850869178772,1.5570987670798786e-05,8.912451448850335e-05,1.5515053064518725e-06,2.3912619440125127e-07,6.523122920043534e-06,2037.04,1796.0,935.1831417275597,1796.0,4,4
513,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.7185769719581e-07,7.300975113366803e-08,3.172159779296635e-08,3.131100584141677e-06,1.6112466028062038e-08,1.6943282332704254e-07,4.66586191905094e-09,7.746731967017696e-08,1.0038908015985726e-07,0.9999958276748656,1495.1764705882354,1317.0,824.8488759980789,1317.0,9,9
514,2.0,1.0,0.0,1.0,47.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.682338486527443e-08,1.958933353307657e-06,0.9883175492286682,4.1545303247403353e-05,0.006583000998944044,3.550289693521336e-05,0.004966527689248323,4.792595791514032e-05,1.8881254391089897e-06,4.015807462565135e-06,2387.615384615385,1970.5,1497.205032049374,1970.5,2,2
515,5.0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0001802432961994782,1.903324846352916e-05,0.029243171215057377,0.0001490877475589514,8.951643394539133e-05,0.9699910879135132,4.891647040494718e-05,0.00026606550090946257,2.192030933656497e-06,1.0656644917617086e-05,2058.942307692308,1656.0,1004.174861998188,1656.0,5,5
516,4.0,1.0,0.0,0.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,3.9602267065674813e-07,2.79262326330354e-06,1.8645508816916843e-06,6.799319180572637e-06,0.9999849796295166,1.1125122227895192e-06,6.511917263196665e-07,9.142135013462392e-07,2.126294305071497e-07,3.5292518418827967e-07,1986.5769230769226,1609.0,1372.4994424250285,1609.0,4,4
517,1.0,1.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.264977410959545e-06,0.997712016105652,6.231915108401154e-07,0.00026356091257184744,1.3046183994447348e-05,1.0233145076199436e-05,1.092718230211176e-05,6.626583399338415e-06,0.0018203487852588296,0.0001602862757863477,1766.2115384615383,1338.0,1730.5768429272416,1338.0,1,1
518,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,1.1209133845113683e-05,2.4551012757001445e-05,9.126240911427884e-06,8.015811545192264e-06,3.7091413105372335e-06,1.5347568478318866e-05,1.4654801816504914e-06,1.142997371061938e-05,0.9989068508148192,0.0010083203669637444,2006.1153846153845,1526.5,1122.73838298217,1526.5,8,8
519,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1.2790704204235224e-05,2.1915824618190527e-05,3.177733631787305e-08,1.1771599872645311e-07,7.61228193368879e-07,4.996750249119941e-06,7.930663059596554e-07,6.251813829294406e-06,0.9999451637268066,7.260535312525462e-06,2110.019607843137,1591.0,1404.0232973878476,1591.0,8,8
520,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,1.2325887155384407e-07,3.039615990019229e-07,4.4598408521778776e-07,2.1168568764551306e-06,4.867513325734762e-07,4.7373174538734025e-07,2.346102867534228e-08,0.999991774559021,4.163367066212231e-06,1.0327195809622935e-07,1664.9607843137255,1564.0,654.1345415366571,1564.0,7,7
521,8.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,2.0,0.14381398260593414,0.0020438479259610176,0.260528564453125,0.03542664274573326,0.0014198904391378164,0.00014295788423623892,0.0006717836367897687,0.0019889252725988626,0.30149319767951965,0.2524702548980713,2077.442307692308,1722.0,974.2071369200406,1722.0,8,8
522,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,0.0,0.0,0.0,7.152399206233895e-08,1.4429667771764795e-07,2.1617313450406075e-07,6.911849368407276e-07,2.3214317934616704e-07,1.2497564512159443e-06,0.9999970197677612,2.4275951204799645e-07,8.634189896383759e-08,6.467683988375938e-08,1855.44,1394.0,1308.4009427307726,1394.0,6,6
523,0.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999979734420776,8.487587166428058e-08,8.124068529014039e-08,2.9727124228884355e-07,4.61439206844716e-08,6.088642976465054e-07,2.3105551250068856e-08,7.840711901963004e-08,5.785926191492765e-07,1.8755653741209247e-07,1691.9411764705883,1608.0,586.5592011643738,1608.0,0,0
524,5.0,1.0,0.0,0.0,1.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,1.1024131936210324e-06,6.909724703518805e-08,8.688663228895166e-07,0.00024366936122532929,5.334272827894893e-07,0.9997482895851136,1.6747948166084825e-06,3.3881151466630403e-06,1.523925732271891e-07,3.411083753235289e-07,1596.5,1524.5,588.6776343151294,1524.5,5,5
525,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.000825763214379549,1.4668456969957333e-05,0.0003265262057539076,0.00015842750144656748,1.4576795365428552e-05,1.0214376743533647e-05,6.337743252515793e-05,2.165476871596184e-05,0.9981688261032104,0.0003958595625590533,2223.960784313725,1497.0,3770.0952399682647,1497.0,8,8
526,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999920129776,7.866485702834325e-07,1.1155896117998054e-06,5.863078058609972e-07,3.3840854030131595e-07,6.893455406498106e-07,1.967272282854537e-07,8.385689511669625e-07,6.473689495578583e-07,2.82632436210406e-06,1410.686274509804,1300.0,427.93698088368484,1300.0,0,0
